name,heightm,weightkg,evos,tags,vs_normal,vs_fire,vs_water,vs_electric,vs_grass,vs_ice,vs_fighting,vs_poison,vs_ground,vs_flying,vs_psychic,vs_bug,vs_rock,vs_ghost,vs_dragon,vs_dark,vs_steel,vs_fairy,types_Ice,types_Flying,types_Ghost,types_Dragon,types_Poison,types_Fire,types_Electric,types_Steel,types_Fighting,types_Bug,types_Dark,types_Ground,types_Fairy,types_Rock,types_Grass,types_Water,types_Psychic,types_Normal,baseStats_hp,baseStats_atk,baseStats_def,baseStats_spa,baseStats_spd,baseStats_spe
piloswine,0.01001001,0.055805575,1,0,1.0,0.4666667,0.4666667,0.0,0.4666667,0.20000002,0.5,0.125,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.4666667,0.20000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.38976377,0.51351357,0.30612245,0.27173913,0.17391305,0.23076925
corsola,0.0050050053,0.0050004995,0,0,0.5,0.0,0.20000002,0.5,1.0,0.06666667,0.5,0.125,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2519685,0.27027026,0.36734694,0.29891306,0.32608694,0.15384616
corsolagalar,0.0050050053,0.00050004997,1,0,0.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0,0.125,0.25,0.20000002,0.25,0.06666667,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23228347,0.27027026,0.3877551,0.29891306,0.34782606,0.12820514
remoraid,0.0050050053,0.0120012,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13385826,0.3243243,0.12244897,0.29891306,0.06521739,0.30769232
octillery,0.008008007,0.028502848,0,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2913386,0.5405406,0.28571427,0.5163044,0.23913042,0.20512821
delibird,0.008008007,0.016001599,0,0,1.0,0.4666667,0.20000002,0.5,0.06666667,0.20000002,0.25,0.25,0.0,0.20000002,0.25,0.06666667,1.0,0.25,0.5,0.20000002,0.4666667,0.20000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17322835,0.27027026,0.16326529,0.29891306,0.108695656,0.35897437
mantine,0.02002002,0.22002198,0,0,1.0,0.06666667,0.06666667,1.0,0.20000002,0.20000002,0.125,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33070865,0.1891892,0.26530612,0.3804348,0.5217391,0.33333334
skarmory,0.016016016,0.050505046,0,0,0.5,0.4666667,0.20000002,0.5,0.0,0.20000002,0.25,0.0,0.0,0.06666667,0.125,0.0,0.20000002,0.25,0.25,0.20000002,0.06666667,0.06666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2519685,0.4054054,0.5510204,0.16304348,0.2173913,0.33333334
houndour,0.0050050053,0.01080108,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.5,0.25,0.5,0.20000002,0.0,0.20000002,0.4666667,0.125,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.17322835,0.2972973,0.10204081,0.3804348,0.13043478,0.30769232
houndoom,0.013013012,0.0350035,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.5,0.25,0.5,0.20000002,0.0,0.20000002,0.4666667,0.125,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2913386,0.45945945,0.18367346,0.5434783,0.26086956,0.46153846
houndoommega,0.018018018,0.049504947,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.5,0.25,0.5,0.20000002,0.0,0.20000002,0.4666667,0.125,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2913386,0.45945945,0.34693876,0.70652175,0.3043478,0.5641026
kingdra,0.017017016,0.1520152,0,0,1.0,0.0,0.0,0.25,0.20000002,0.20000002,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,1.0,0.20000002,0.06666667,0.4666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2913386,0.48648646,0.36734694,0.46195656,0.32608694,0.41025642
phanpy,0.004004004,0.033503346,1,0,1.0,0.20000002,0.4666667,0.0,0.4666667,0.4666667,0.25,0.125,0.25,0.20000002,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3503937,0.2972973,0.22448978,0.16304348,0.086956516,0.17948718
donphan,0.01001001,0.12001199,0,0,1.0,0.20000002,0.4666667,0.0,0.4666667,0.4666667,0.25,0.125,0.25,0.20000002,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3503937,0.62162167,0.46938774,0.27173913,0.17391305,0.23076925
porygon2,0.0050050053,0.032503247,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33070865,0.4054054,0.34693876,0.5163044,0.32608694,0.2820513
stantler,0.013013012,0.07120711,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28346458,0.48648646,0.23265304,0.4076087,0.19565217,0.41025642
smeargle,0.011011011,0.058005795,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21259843,0.081081085,0.12244897,0.054347828,0.108695656,0.35897437
tyrogue,0.0060060057,0.021002099,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.25,0.25,0.25,0.4666667,0.5,0.06666667,0.06666667,0.25,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13385826,0.16216217,0.12244897,0.13586956,0.06521739,0.15384616
hitmontop,0.013013012,0.0480048,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.25,0.25,0.25,0.4666667,0.5,0.06666667,0.06666667,0.25,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19291338,0.48648646,0.36734694,0.13586956,0.3913043,0.33333334
smoochum,0.003003003,0.0060006,1,0,1.0,0.4666667,0.20000002,0.25,0.20000002,0.06666667,0.25,0.25,0.25,0.20000002,0.125,0.4666667,0.4666667,0.5,0.5,0.4666667,0.4666667,0.20000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17322835,0.13513514,0.040816322,0.4076087,0.19565217,0.30769232
elekid,0.0050050053,0.023502348,1,0,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17322835,0.31351352,0.13061224,0.29891306,0.1521739,0.46153846
magby,0.0060060057,0.021402137,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17322835,0.37837836,0.13061224,0.32608694,0.1521739,0.4
miltank,0.011011011,0.075507544,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.37007874,0.4054054,0.40816325,0.16304348,0.2173913,0.48717952
blissey,0.014014013,0.046804678,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.027027028,0.020408163,0.35326087,0.5,0.25641027
raikou,0.018018018,0.1780178,0,1,1.0,0.20000002,0.20000002,0.125,0.20000002,0.20000002,0.25,0.25,0.5,0.06666667,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3503937,0.43243244,0.28571427,0.5706522,0.34782606,0.5641026
entei,0.02002002,0.19801979,0,1,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4488189,0.5945946,0.3265306,0.43478262,0.23913042,0.48717952
suicune,0.019019019,0.18701869,0,1,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38976377,0.37837836,0.4489796,0.43478262,0.41304344,0.41025642
larvitar,0.0050050053,0.072007194,1,0,0.5,0.06666667,1.0,0.0,1.0,0.4666667,0.5,0.0625,0.5,0.06666667,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.19291338,0.3189189,0.18367346,0.19021739,0.13043478,0.18461539
pupitar,0.011011011,0.1520152,1,0,0.5,0.06666667,1.0,0.0,1.0,0.4666667,0.5,0.0625,0.5,0.06666667,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.27165353,0.42702702,0.26530612,0.29891306,0.2173913,0.23589745
tyranitar,0.019019019,0.20202018,0,0,0.5,0.06666667,0.4666667,0.25,0.4666667,0.20000002,1.0,0.125,0.5,0.06666667,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.4666667,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.38976377,0.69729733,0.42857143,0.46195656,0.34782606,0.2871795
tyranitarmega,0.024024025,0.25502548,0,0,0.5,0.06666667,0.4666667,0.25,0.4666667,0.20000002,1.0,0.125,0.5,0.06666667,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.4666667,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.38976377,0.8594595,0.5918367,0.46195656,0.43478262,0.33846155
lugia,0.051051047,0.21602158,0,1,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.0625,0.25,0.0,0.20000002,0.125,0.20000002,0.4666667,0.5,0.5,0.4666667,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41338584,0.45945945,0.5102041,0.43478262,0.5826087,0.53846157
hooh,0.037037037,0.19901988,0,1,1.0,0.06666667,0.4666667,0.5,0.0,0.20000002,0.125,0.25,0.0,0.20000002,0.25,0.0,1.0,0.25,0.5,0.20000002,0.06666667,0.06666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41338584,0.6756757,0.34693876,0.5434783,0.5826087,0.43589744
celebi,0.0050050053,0.0050004995,0,1,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.125,0.5,0.125,0.4666667,0.125,1.0,0.20000002,0.5,0.5,0.4666667,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.38976377,0.51351357,0.3877551,0.48913044,0.34782606,0.48717952
treecko,0.004004004,0.0050004995,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15354331,0.21621622,0.12244897,0.29891306,0.1521739,0.33333334
grovyle,0.008008007,0.02160216,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19291338,0.3243243,0.16326529,0.4076087,0.19565217,0.46153846
sceptile,0.016016016,0.052205216,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27165353,0.43243244,0.24489795,0.5163044,0.2826087,0.5897436
sceptilemega,0.018018018,0.055205517,0,0,1.0,0.20000002,0.0,0.0625,0.0,1.0,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,1.0,0.20000002,0.20000002,0.4666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27165353,0.5675676,0.28571427,0.7336957,0.2826087,0.71794873
torchic,0.003003003,0.0025002498,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.06666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17322835,0.2972973,0.14285713,0.32608694,0.13043478,0.20512821
combusken,0.008008007,0.019501949,1,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.4666667,0.5,0.0,0.20000002,0.25,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.23228347,0.43243244,0.22448978,0.4076087,0.17391305,0.25641027
blaziken,0.018018018,0.052005198,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.4666667,0.5,0.0,0.20000002,0.25,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.31102362,0.62162167,0.26530612,0.5434783,0.2173913,0.3846154
blazikenmega,0.018018018,0.052005198,0,0,1.0,0.06666667,0.4666667,0.25,0.06666667,0.06666667,0.25,0.25,0.5,0.4666667,0.5,0.0,0.20000002,0.25,0.5,0.06666667,0.06666667,0.20000002,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.31102362,0.8378379,0.30612245,0.65217394,0.26086956,0.48717952
mudkip,0.003003003,0.007600759,1,0,1.0,0.06666667,0.06666667,0.5,0.4666667,0.06666667,0.25,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19291338,0.35135135,0.18367346,0.2173913,0.13043478,0.17948718
marshtomp,0.0060060057,0.028002799,1,0,1.0,0.06666667,0.20000002,0.0,1.0,0.20000002,0.25,0.125,0.25,0.20000002,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.27165353,0.43243244,0.26530612,0.27173913,0.2173913,0.23076925
swampert,0.014014013,0.08190819,0,0,1.0,0.06666667,0.20000002,0.0,1.0,0.20000002,0.25,0.125,0.25,0.20000002,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.38976377,0.5675676,0.34693876,0.4076087,0.3043478,0.2820513
swampertmega,0.018018018,0.10201019,0,0,1.0,0.06666667,0.20000002,0.0,1.0,0.20000002,0.25,0.125,0.25,0.20000002,0.25,0.20000002,0.06666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.38976377,0.7837838,0.42857143,0.46195656,0.3913043,0.33333334
poochyena,0.004004004,0.01360136,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.13385826,0.27027026,0.12244897,0.108695656,0.043478265,0.15384616
mightyena,0.009009008,0.037003696,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27165353,0.45945945,0.26530612,0.27173913,0.17391305,0.33333334
zigzagoon,0.003003003,0.01750175,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1456693,0.13513514,0.14693876,0.108695656,0.09130435,0.2820513
zigzagoongalar,0.003003003,0.01750175,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,1.0,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.0,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1456693,0.13513514,0.14693876,0.108695656,0.09130435,0.2820513
linoone,0.004004004,0.032503247,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.5,0.25,0.25,0.20000002,0.25,0.20000002,0.20000002,0.0,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3031496,0.35135135,0.22857141,0.2173913,0.17826088,0.48717952
linoonegalar,0.004004004,0.032503247,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,1.0,0.25,0.25,0.20000002,0.0,0.4666667,0.20000002,0.0,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3031496,0.35135135,0.22857141,0.2173913,0.17826088,0.48717952
wurmple,0.0020020022,0.0036003597,1,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.125,0.25,0.125,0.4666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17322835,0.21621622,0.12244897,0.054347828,0.043478265,0.07692308
silcoon,0.0050050053,0.010000999,1,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.125,0.25,0.125,0.4666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.19291338,0.16216217,0.20408162,0.081521735,0.021739133,0.051282056
beautifly,0.009009008,0.028402837,0,0,1.0,0.4666667,0.20000002,0.5,0.0,0.4666667,0.0625,0.25,0.0,0.4666667,0.25,0.06666667,1.0,0.25,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23228347,0.35135135,0.18367346,0.48913044,0.13043478,0.30769232
cascoon,0.0060060057,0.011501149,1,0,1.0,0.4666667,0.20000002,0.25,0.06666667,0.20000002,0.125,0.25,0.125,0.4666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.19291338,0.16216217,0.20408162,0.081521735,0.021739133,0.051282056
dustox,0.011011011,0.031603158,0,0,1.0,0.4666667,0.20000002,0.25,0.0,0.20000002,0.0625,0.125,0.25,0.4666667,0.5,0.06666667,0.4666667,0.25,0.5,0.20000002,0.20000002,0.06666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23228347,0.24324326,0.26530612,0.2173913,0.3043478,0.30769232
lotad,0.004004004,0.0026002596,1,0,1.0,0.20000002,0.0,0.25,0.20000002,0.20000002,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.15354331,0.13513514,0.10204081,0.16304348,0.13043478,0.12820514
lombre,0.011011011,0.032503247,1,0,1.0,0.20000002,0.0,0.25,0.20000002,0.20000002,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.23228347,0.24324326,0.18367346,0.27173913,0.2173913,0.23076925
ludicolo,0.014014013,0.055005495,0,0,1.0,0.20000002,0.0,0.25,0.20000002,0.20000002,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.31102362,0.35135135,0.26530612,0.43478262,0.34782606,0.33333334
seedot,0.004004004,0.0040003997,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15354331,0.1891892,0.18367346,0.108695656,0.043478265,0.12820514
nuzleaf,0.009009008,0.028002799,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.5,0.5,0.125,0.4666667,0.0,1.0,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.27165353,0.35135135,0.14285713,0.27173913,0.086956516,0.2820513
shiftry,0.01201201,0.059605956,0,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.5,0.5,0.125,0.4666667,0.0,1.0,0.20000002,0.125,0.5,0.06666667,0.20000002,0.4666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3503937,0.51351357,0.22448978,0.43478262,0.17391305,0.3846154
taillow,0.0020020022,0.0023002299,1,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.25,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.0,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15354331,0.27027026,0.10204081,0.108695656,0.043478265,0.41025642
swellow,0.0060060057,0.019801978,0,0,1.0,0.20000002,0.20000002,0.5,0.06666667,0.4666667,0.25,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.0,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23228347,0.43243244,0.22448978,0.35326087,0.13043478,0.61538464
wingull,0.0050050053,0.00950095,1,0,1.0,0.06666667,0.06666667,1.0,0.20000002,0.20000002,0.125,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15354331,0.13513514,0.10204081,0.24456523,0.043478265,0.41025642
pelipper,0.011011011,0.028002799,0,0,1.0,0.06666667,0.06666667,1.0,0.20000002,0.20000002,0.125,0.25,0.0,0.20000002,0.25,0.06666667,0.4666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23228347,0.24324326,0.3877551,0.46195656,0.2173913,0.30769232
ralts,0.003003003,0.0066006593,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0625,0.5,0.25,0.20000002,0.125,0.20000002,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.106299214,0.10810812,0.08163265,0.19021739,0.06521739,0.17948718
kirlia,0.007007007,0.02020202,1,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0625,0.5,0.25,0.20000002,0.125,0.20000002,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1456693,0.16216217,0.12244897,0.29891306,0.1521739,0.23076925
gardevoir,0.015015014,0.04840484,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0625,0.5,0.25,0.20000002,0.125,0.20000002,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.26377952,0.3243243,0.24489795,0.625,0.41304344,0.3846154
gardevoirmega,0.015015014,0.04840484,0,0,1.0,0.20000002,0.20000002,0.25,0.20000002,0.20000002,0.0625,0.5,0.25,0.20000002,0.125,0.20000002,0.20000002,0.5,0.0,0.20000002,0.4666667,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.26377952,0.43243244,0.24489795,0.8423913,0.5,0.48717952
surskit,0.004004004,0.00170017,1,0,1.0,0.20000002,0.06666667,0.5,0.20000002,0.06666667,0.125,0.25,0.125,0.4666667,0.25,0.20000002,0.4666667,0.25,0.5,0.20000002,0.06666667,0.20000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.15354331,0.13513514,0.11020408,0.2173913,0.13913043,0.30769232
masquerain,0.007007007,0.0036003597,0,0,1.0,0.4666667,0.20000002,0.5,0.0,0.4666667,0.0625,0.25,0.0,0.4666667,0.25,0.06666667,1.0,0.25,0.5,0.20000002,0.20000002,0.20000002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.27165353,0.2972973,0.23265304,0.48913044,0.26956522,0.3846154
shroomish,0.003003003,0.0045004496,1,0,1.0,0.4666667,0.06666667,0.125,0.06666667,0.4666667,0.25,0.5,0.125,0.4666667,0.25,0.4666667,0.20000002,0.25,0.5,0.20000002,0.20000002,0.20000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23228347,0.1891892,0.22448978,0.16304348,0.17391305,0.15384616
